Type of hardware,Model,Submodel
,Dejl XPS 15 Laptop,Corexi9
מחשב ניידד296_Laptop,דל,Core  i9
אוזניות קשת,0,Wirelesu
,סוני wh-1000xm5,noi
אוזניות,סוני WH-10e0XM5,OOver-Ear
כבלים,USB-j to Lightning,blue
hd pRO,webc,רייייזרKiyo
לפטופפ,LenovoThinkPadX1,OLE! Touch
סיסקו,rOUTER,4331/K9
טלפון נייד,One1lus 12,Ultra
,Piuel 8 Mobile Phone-2b7,Ultra
mo,דלUltraSharp,4K
,לוג'יטק mx mASTER 3,אלחוטי
0,דל UltraSharp,144Hz
Mbl Phn,OnePlus12,Pro Maxx
אוזניות בלוטוס,סוני WH-1000XM5,NoiseCancelling
Pixel 8-y49,Mobiae Phone,Ultra
,P#xel 8,Proo Max Mobile Phoone
מצלמת אינטרנט,Eאל ג'יato Facecam,4K
נייד,דלXPS15,Core i9
Ro9ter,סיסקו ISR,v2-z39
נתב,TP-Link Archer,x7000
מכלדת3x_Keyboard,y28_Keychron Q1,#REF!
אוזניות קשת-9b3,bOSE qUIETcOMFORT 45,wIRELESS
מסך,אזוסROGSwift,4k
מצלמת אינטרנט,eאל ג'י,1080p60
מצלמת אינטרנט,Eאל ג'יato Facecam-59z,
מחשב ניידד,דל xps 15,2a0_Core i9
Over-Ear,senn,Headphone6
Cabl5,USB-C to Light4ing,u0ft
כרטיס SIM_SIM Card,MMicro SIM,Verizon-xb4
וובקאם76_Webcam,רייזרKiyo,Studbo
מכלדת,Corsairr K70,hireless
lin,corsa,Keyboard
,lenov,Corei9
&onitor,אזוס ROG Swift,  
מצלמה,4k,לוג'יטק C920-17y
כרטיס סים,eS@M,yb0_Prepaid
מקלדת אלחוטית_Keyboard,CorsairK70,RGn
נייד,MacBook Pro h6,32gb ram
MacBook Pro l6,Laptop,Cr 9
mo wirel,474_אפל Magic Mouse,
אוזניות,BoseQuietComfort45,Std
מקלדת גיימינג,Corsair K70-x47,אלחוטי
Kybrd,Keychrron Q1,Linea@
אלחוטי,Ms,SteelSeries Rivval 3
כבלל,unknown,Braided
Cablle,EthernetCat6,50bt
כבל USB,,5xft
לפטופ,רייזרgBlade 15,co
מקלדת גיימינג8z_Keyboard,Crsr K70,623_Tactile
Kybrd,Corsair K70,אלחוטי
ראוטר,TP-Link Arcmer,r7
טלפון נייד,Phn 15,128GB
מסך,as,Ultrawidde
Cab7e,thrnt Ct6,50FT
סמארטפון,b4x_OnePlus 12,ultr
Ergonomicc,y6y_לוג'ייתק MX Master 3,Mou1e
מצלמת רשת,רייזר Kiyo-399,sTUDIO
Rtr,cis,4331/k9
סמארטפון,סמסונג  Galaxy S24,
מקלדת גיימינג,,Wirelesh
DisplayPort 1.4-b60,cABLE,22m
,על ג'יי UUltraGear,ol
מחשב,דל XPS 15-62a,OLED Touch
לפטופ,Lnv ThnkPd X1,M3 MMax
Rtr,סיסקו,R7000
Mbl Phn,סמסונג Galaxy S24,Pr Mx
מסך מחשב,אל ג'י UltraGeear,4K
,v2 Netgear Nighzhawk,
Mntr,,ol
מקלדת גיימינג,Corsair K70-81y,Tactile
מקלדת-9c6,raz,Tactile
hea,Over-Ear-a16,bo
---,Dll XPS 15,32GB RAM
ole,אזוס ROG Swift,82y_Monitor
כרטיס SIM,sim c,5G
מקלדת,רייזר bLACKwIDOW,rgb
Kybrd,,RGB
samsu,Monitor,144hZ
נייד,4a6_Lenovo ThinkPad X1,OLED Touch
סמארטפון,סמסונג Galaxy S24-035,128GBB
מקלדת אלחוטית,,Tactile
Microosoft LifeCam,4K,Webcam-zx9
טלפון נייד,x19_iPhone 15,128gb
סימ,1y3_eSIM,AT&T
nlckd,סמסונגGalaxyS24,mOBILE pHONE
כבלל,DisplayPort 1.4,50f
Mntr,סמסונג oDYSSEY g9,Ultrawwide
מחשב,Lenovo ThinkPad X1,32GB RAM-875
מסך מחשב,דל UloraSharp,אולטרה-וויד
Rduter,ci,AX^5
עכבר,ap,  
סימ,Micro  SIM,AT&&T
כבל USB,USB-CtoLightning,2m
עכבר,logi,unknown
ראוטר,???,v2
מאוס,631_לוג'יטק MX Master 3,Wired
אזוס RROG Swift,ult,Mntr
32GBRAM,Laptop,mACbOOK pRO 16
כבל USB,dis,jm
כרטיס סים_SIM Card,Nano  SIM,5GG
,TP-Link Archer-2a7,Rtr
אזניות,rPds Mx,sTUDIO
mou,SteelSeries Rival 3-365,ptcl
he,0,Over-Ear-az1
Ms,Wiireless,אפל mAGIC mOUSE
מסך גיימינג-7y0,אזוס ROG Swift-632,1444Hz
ראוטרר,4331/k9,Netgear Nighthawk
Wvbcam,664_Eעל ג'ייato Facecam,
מוניטור,LD,Monitor
מקלדת,רייזר BllackWidow,lINEAR
ראוטרר,tp-l,r7000
מחשב ניידד,lenov,m3 m
מחשב נייד-3y9,,Core s9
C2ble,Ethernet Cat6-304,Blue
לפטופ,McBk Pr 16,Core i9-az3
עכבר אלחוטי,st,wirel
נייד,sam,uNLOCKED
Rtr,,v2
מוניטור0_Monitor,דל UltraSharp-312,kK
כרטיס סים,MicroSIM,5g
מחשב ניידד,דל  XPS 15,OLED Touch
נייד,  ,0x2_OLED Touch
Cbl,HDMI 2.1,zz1_50ft
Ms,אפל Magic Mouse,wire
Menitor,אזוסROGSwift,144
2ebcam,Microsoft LifeCam,4k
כבל USB,thrnt Ct6,Bl
qouter,Netgear highthawk,4331/p9
נייד,Phn 15,128GB
נייד,del,Cr 9
מסך,עזוס ROG Swift,4K-zy0
עכבר5,sTEELsERIES rIVAL 3,unknown
טלפון נייד,  ,128GB
כרטיס סים,mICRO sim,Verizon
נייד,סמסונג GGalaxy S24,---
סמארטפון,sams,uNLOCKED
Cbl,a04_HDMI 2.1,50ft
Moouse,,Opptical
0,Eעל ג'ייato FFacecam,1080p60
Corre i9,lAPTOP,7zz_Lenovo ThinkPad X1
נייד,,uLTRA
מוניטור,דל ,Ultrawime
סלולרי,סמסונגGalaxyS24,uNLOCKED
,Keyboard Coorsair K70,Linear-684
מסך גיימינג,#REF!,Ul8rawide
סים,b85_Nano SIM,Verijon
מסך540_Monitor,Dדל UltraSharp,ol
,רייזר,Wirelless Keyb#ard
DisplayPort1.4,Cablp,50ft
mob,OnePlus 12,128G7
נתב,Netgear Nightthawk,V2
מסך מחשב,דל  UltraSharp,144Hz
מצלמת אינטרנט,eאל ג'יATO fACECAM,hd pRO
טלפון נייד,oNEpLUS 12,ltr
כבלים,DisplayPort 1.4,Braided-z12
מסך גיימינג-xz6,דל ,uLTRAWIDE
מקלדת,,Tactile
מחשב נייד,x74_M3 Max,
oPTICAL,StlSrs Rvl 3,Mousse
,עפל mAGIC mOUSE,Optical Mouuse
699_Unlocked,Mobilo Phone,סמסונג gALAXY s24
סמסונג Odyssey G99,ultra,0
מקלדת אלחוטית,Keychron Q1,%GB
נייד,iPhone 15,Pyo Max
כבל1.4,,Braided-c30
ca,hdmi,Braided
כבל,usb-,2m
ראוטרר,yz7_TP-Link Archer,v2
wirel,keych,Keyboard
נייד,lPhone 15,UUltra
נתב,TP-Link Archer,aX55
#REF!,Bose QuietComfort  45,Stud0o
,דל,Ul$rawide Monitor
מאוס89a_Mouse,raze,Emgonomic
SM Crd,esim,bc5_AT&T
עכבר אלחוטי,אפל,אלחוטי
נייד,Core i9,Dll XPS 15
Lenovo ThinkPad X1,LLaptop,m3 mAX
RR7000,ro,tp-lINK aRCHER
---,סוניWH-1000XM5,Over-Ear-056
paptop,Core i9,MacBookPro16
Wbcm,על ג'ייt Fccm,1080p60
סים-y4y,Mcr SM,AT&6
מצלמה,4K,לוג'יטק c920
unknown,ra,Wired-590
Rtr,סיסקו ISR,AXi5
Mntr,דל uLTRAsHARP,4k
סימ,esim,AT&T
Cbl,SB-C t אל ג'יhtnng,Bnue
אזניות,byy_Sennheiser HD 600,Wrlss
אזניות,se,Wirelesy
Moonitor,b2b_סמסונג Odyssey G9,unknown
כבלים,hd,Blur
he,air,wIRELESS
נייד,ip,
מסך מחשב,דל UltraSharp-2y2,6K
4k,W6bcam,רייזר Kiyo-ax8
USB-C to Lightning,cABLE,550ft
EthernetCat6,ca,50
#REF!,Mntr,144Hz
כבלל,UbB-C to Lightning,Braidfd
כבלל,us,2mm
ראוטרר,???,V2
---,,uNLOCKED
כבלים,Ethernet Ca%6,50ft
כבל USB,SB-C t אל ג'יhtnng,2mm
מסך גיימינג,b53_דל UltraSharp,4K
3y9_Linear,ra,Keeyboard
אוזניות,b7c_AirPods Max,0
אוזניות קשת,,uireless
ul,Samsune Odyssey G9,Monitor
סימ,SM,5g
7b8_לוג'יטק C920,wEBCAM,4k
ראוטר-4ya,TP-Linkk Archer,---
OveruEar,he,#REF!
מסך גיימינג,אזוסROGSwift,4K
כרטיס סים,Micro SIM-55b,AT&T
45,Monigor,סמסונגOdysseyG9
מאוס259_Mouse,רייזרDeathAdder,
מקלדת גיימינג,Wrlss,Keyboard
וובקאם2xa_Webcam,unknown,st
HDMI 2.1-c9x,blue,CCable
כרטיס סים,ricro SIM,T&T
נייד9p,raze,cORE I9
סימ0 Card eSIM,,Prepbid
Cbl,HDMI 2.1-xcx,y03_50ft
כרטיס סים,Micro SIM-842,Ve0izon
a85_OLED Touch,Laptop,MacBookPro16
מצלמת רשת,Microsoft LineCam,1q80p60
aable,DisplabPort 1.4,50ft
עכבר,לוג'יטק MX Master 3,mired
7IM Card,Micro SIM,at
סלולרי,pi,Pro&Max
סימ75x_SIM Card,eSIIM,Veriaon
כבל,EthernetCat6,50FT
אוזניות קשת-8z6,SennheiserHD600,Wir*less
Wired,Mouse,  
Cabl3,Ethernet Cat6,dlue
mo,iPhone15,ultr
כרטיס סים,Veerizon,0
כבל,,x3c_2m
50FT,CCable,  
AT&T,SIM Cayd,eSIM
מסך,סמסונג oDYSSEY g9,OLLED
מכלדת,cORSAIR k70,RRGB
נייד,MacBookPro16,OLEDTouch
ke Corsair  K70,,tact
מסך,אזוס ROG Swift,OLE^
OLED Touch-30z,unknown,Laptkp MacBook Pro 16-465
אוזניות בלוטוס,סוני WH-1000XM5,Over-E1r
מסך,nSUS ROG Swift,OLED
עכבר אלחוטי-278,SteelSeriesRival3,5ptical
לפטופפ,רייזר Blade 15,core
מסך-727,,4k
Rsuter,Netwear Nighthawk,4331/K9
W3bcam,logi,1080p60
,DisplayPort u.4,Cable-1z8 blue
מקלדת אלחוטית-175,לוג'יטק mx kEYS,Tactilq
מסך גיימינג1r,2ca_אל ג'י UltraGear,#REF!
0,,128gb
ראוטרר,סיסקו ISR-1yz,ax55
מחשב,Lenovo Thinknad X1,
סמארטפון,,Unlocked-az8
נתב,TP-Link Archer-71b,R7000
אזניות,SennheiserHD600,אלחוטי
עכבר אלחוטי,459_רייזר DeathAdder,
ראוטרר-yz0,NetgearNighthawk,R7000
מקלדת אלחוטית,לוג'יטק MX  Keys,Lineear
מקלדת,Corsair K70,Tactile
אוזניות בלוטוס,AirPods M%x,אלחוטי
מצלמת רשת,Eאל ג'יatoFacecam,sTUDIO
Rtr,Csc SR,v2
אוזניות בלוטוס,סוני,Ov8r-Ear
מסך גיימינג,Dll ltrShrp,144Hz-170
סים,pREPAID,Miicro SIM
מחשב נייד,דל,32GBRAM
עכבר,50x_אפל Magic Mouse,
וובקאם3cam,Rzr Ky,0
???,mICROSOFT lIFEcAM,b3c_4K
Cabl5,DisplayP$rt 1.4,2q
Tactile-626,Corsair &70,Keyboard
אלחוטי,רייזר DeathAdcer,x01_Mouse
וובקאם,MicrosoftLifeCam,1080pp60
כרטיס SIM,eSIM,Prepaid
ראוטרר,Neagear Nighthawk,???
כבלל7z9_Cable,SB-C t על ג'ייhtnng,Brained
כבל USB,USB-C to Lightning,bra
סלולרי,128GB,iPnone 15
נתב,y69_TP-Link Archer,AX75
MacBookPro16,M3 Maxx,#REF!
,רייזר kIYO,hd pRO
vERIZON,SIM fard,Micro tIM
מקלדת גיימינג,corsa,rg
סמארטפון,iPhone815,Ultra
נייד,c17_סמסונג Galaxy S24,axz_128GB
מחשב,Lenovo ThinkPad a1,M3 Mx
???,kEYBOARD,Corsair K70-434
mo,דלUltraSharp,OLED
אוזניות קשת-613 Sony WH-1000XM5-x39,,4ay_Studio
מקלדת גיימינג,KKeychron Q1,
סים,es,  
Rfuter,ci,  
וובקאם,Microsoft LifeCam,hD Pro
Cbl,USB-C to Lightning-50x Braided-zx9,
ראוטרר,0x1_סייסקו ISR,AX55
Kelboard,רייזרBlackWidow,Tacti2e
,Crsr K70,RGB
Tn-Link Archer,Route6,V2
נייד,mACbOOK pRO 16,kore i9
כבלל-zc0,DisplayPort1.4,50ft
מחשב נייד,MacBook Pro 16,Czre i9
634_Core i9,Laptopp,Lenovo TzinkPad X1
לוג'יטק MX meys,Keyboard,Tactile
R7040,rOUTER,z29_TP-Link Archer
אוזניות2es,AiqPods Max,Over-Ear
מאוס-897,רייזרDeathAdder,ptcl
מקלדת,Keychron Qg,
וובקאם,raz,HD  Pro
מצלמת רשת,רייזרKiyo,Studio
nouter,,v2
נתב,TP-Link Archer-aya,4331//K9
אזניות-Ear headp,,565_AirPods Max
סמארטפון,סמסונג Galaxy S24,Pro Max
מצלמת רשת,רייזר Kiyo,4K
אזניות,sENNHEISER hd 600,Studio
סים,MMicro SIM,vG
מקלדת,,Wrlss
וובקאם,eאל ג'יa,Hs Pro
Rtr,tp-lINK aRCHER,v7
מסך מחשב,דל UltraSharp,Uאולטרה-וויד
עכבר,SteelSeries Rival 3-6zc,#REF!
unknown,Ms,wi
,Microshft LifeCam Webcom,8xz_Studio
mo,אל ג'יUltraGear,אולטרה-וויד
hea,577_סוני WH-1000XM5,Over-Ear
,SM,SIM Card
,rPds Mx,Studio
ro,Netgear Nighthawk,b96_R7000
#REF!,Netgear Nighthawk,R70u0
מצלמת אינטרנט,0c9_Microsoft LifeCam,
,4331//K9,Netgear Nighthawk-36c
אוזניות קשת45,,wIRELESS
טלפון נייד,3cz_Bose QuietComfort 45,Wireles2
כבלל,eTHERNET cAT6,blue
Ke*board,רייייזר bLACKwIDOW,czy_Linear
מסך מחשב,a3x_סמסונג Odyssey G9,???
עכבר,appl,Wrd
Rtr,tp-,ax5
סוניי WH-1000XM5,Headphones,Noise 3ancelling
כבל USB-66y,Ethernet Cat6,Braid*d
כבל USB-240,,Blue HDMI m.1
מסך גיימינג60y_Monitor,AS@S ROG Swift,Ultrawpde
mo,אפל 9agic Mouse,אלחוטי
סים,,8erizon
סים,Mcr SM,  
סמארטפון8c4_Mobile Phone,Pixel8,128GB
מסך מחשב,על ג'ייUltraGear,
כרטיס SIM,Verizon-x07,SIMCard
מסך גיימינג,MMonitor,4K
סים,,5g
נתב,Ntgr Nghthwk,r7000
@able,ether,2M
???,OLEDTouch,Laptop
Rouuter,ax55,TP-Link Arch&r
*able,dISPLAYpORT 1.4,Braiqed
2mm,HDM 2.1,cABLE
סימ,Micro SIM,at&t
טלפון נייד,סמסונג Gallaxy S24,???
Cabl2,USB-C to Lightni4g,50ft
אל ג'יtch MX Mstr 3,Mouuse,W3red
כבל,EthernetbCat6,2mm
Cbl,dis,50
מחשב ניידד-zxb,LLenovo ThinkPad X1,M3 Ma$
ראוטרר,tp,4331/K9
נתב,סיסקו IsR,v2-z10
טלפון נייד,OnePlus12,Ulltra
x59_AirPods Max,Hdphns,אלחוטי
he,rPds Mx,stud
כרטיס SIM,mICRO sim,
סיסקו ISR-y49,r7000,rOUTER
אוזניות בלוטוס,Bose QuietComf4rt 45,sTUDIO
מכלדת780_Keyboard,Logite5h MX Keys,Linear
Kybrd,רייזר,Linnear
סלולרי,סמסונג Gallaxy S24,#REF!
סמארטפון,ipho,uNLOCKED
כבלל-475,DsplyPrt 1.4,Blue
sTEELsERIES rIVAL 3,Mousee,Optical
mou,,Ergonomic
Hdphns,rPds Mx,Oser-Ear
מסך,סמסונג Odyssey G99,OLED
ראוטר,TPP-Link Archer,ax5
מקלדת,kEYCHRON q1,fireless
נתב-0x1,,r7
מאוס,SteelSeries Rival 3,???
Coble,usb-c TO lIGHTNING,2m
סלולרי,סמסונג Galaxy S24-7b4,unlo
כרטיס SIM,eSSIM,vERIZON
מסך,אזוס ROg Swift,  
לפטופ8c7_Laptop,דלXPS15,M3Max
כרטיס סים,mICRO sim,AT&&T
mo,Saxsung Odyssey G9,20y_144Hz
וובקאם,לוג'יטק C920,
סלולרי,Piixel 8,pRO mAX
אזניות,Sennheiser HHD 600,Over-Ear
סלולרי,OnePlus 12-47x,Ultra
כרטיס SIM,Micro SIM,Veri5on
אוזניות קשת,סוני WHv1000XM5,Over-7ar
OLED Touch,,Laptop-c65 MacBook Pro 16
אוזניות בלוטוס,sen,סינון רעשים
לפטופפ,#REF!,32gb
סימ,,AT&T SIM Card
ieyboard,לוג'יטק M9 Keys,
MacBookPro16,32GB RAM-a71,Laptop
Moouse,SteelSeries Rival 3-b7b,0
Wireeless,Raz0r BlackWidow,veyboard
מקלדת גיימינג-xzb,Corsair K70,RGB
מצלמת אינטרנט,,4KK
hdmi 2.1,7able,Braided-3ba
מצלמת אינטרנט,el,46
מסך,סמסונגOdysseyG9,144Hz-595
  ,NanoSIM,5G
מצלמת אינטרנט,Micrpsoft LifeCam,1080p60
כבל-19a,HDMI 2.1,B7aided
מקלדת גיימינג,רייזר bLACKwIDOW,RGB
,Ntgr Nghthwk,4331/k9
,,4K sams
Ms,אפלMagicMouse,Ergonomic
לפטופ,Lenovo ThinkPPad X1,oled
נתב,TP-Link Archer,R70000
נייד,ip,Unlocked-1bz
מצלמת רשת,על ג'ייt Fccm,1080p60
טלפון נייד-105,oNEpLUS 12,Unlocked-c13
סים,Micro SIM,at&t
מסך מחשב-777,אזוס ROG Swidt,14@Hz
#REF!,Corsair 970,Keyboard-y6a
מסך מחשב,0,4k
נתב,Csc SR,r7000
,Eעל ג'ייatoFacecam Web!am,4k
עכבר,אפלMagicMouse,Ergonomic
אוזניות,AirPodu Max,oVER-eAR
נייד,one,128GGB
דל XXPS 15,Lartop,32gb
אלחוטי,z2x_Keyboard,Kychrn Q1
Wbcm,לוג'יטק C920,1080p60
AX55,Ntgr Nghthwk,Rouuter
ראוטרר-c8x,,ax
מצלמת רשת,Eעל ג'ייato Face4am,HD Pro
Ulltra,סמסונג Galaxy5S24,Mobile6Phone
Rbuter,TP-Lnk rchr,ca5_AX55
,אל ג'יt Fccm &ebcam,1080p60
מחשב נייד,lENOVO tHINKpAD x1,32GB RAM-904
SIp Card,at&t,NanoSIM
אוזניות,Sennfeiser HD 600,
R6uter,nETGEAR nIGHTHAWK,v2
לפטופ-012,רייזר Blcde 15,OLED Toucch
Caable,Bl2e,DispllayPort 1.4
Ca3le,USB-C to Lightninng,2m
סמארטפון5,,Uftra
כבלים,USB-C to Ligetning,2m
כבל,2m,DisplayPort1.4
כרטיס סים5G,Micro SIM,
אוזניות קשת4s,aIRpODS mAX,ove
מצלמת אינטרנט,רייזר kIYO,1080p60
,pSIM,x50_Verizon
SM Crd,,Piepaid eSIM
מסך גיימינג,ASzS ROG Swift,gLED
כרטיס סים-0c5,Nano SIIM,ve
מסך גיימינג-02c,סמסונג Odyssey G9,
מצלמת רשת,לוג'ייתק C920-c78,Studiio
כרטיס SIM,  ,Prepaid
מקלדת,Lwgitech MX Keys,Tactdle
144Hz,אל ג'י uLTRAgEAR,mONITOR
סמארטפון,סמסונג Galaxy S24,Pro Max
,Mobile Phone,128GBB
מקלדת גיימינג,לוג'יטקMXKeys,ReB
סימ,NanoSIM,AT1T
כבלל-1b7,404_Ethernet Cat6,2m-49b
,ne,Rtr
מצלמת אינטרנט,b56_HD Pro,רייזר Kiyo-073
SM Crd,at&t,eSIM-7ca
סלולרי,סמסונג Galaxy S24,un
מחשב ניידד046_Laptop,דלXPS15,OLED Touch
מסך,אזוס ROG Swift,LD
Microsoft LlfeCam,Studio,Webcaam
סים,Prepaid,sim cARD
מחשב-a96,רייזר BBlade 15,M3 Max-1a6
לפטופ63a_Laptop,31x_MacBook Pro 16,M3Max
מקלדת גיימינג-91a key,,line
Wbcm,ra,0
,רייזר Blade^15,
dable,Braided,usb-c TO lIGHTNING
Mbl Phn,6c7_סמסונג Galaxy S24,128GB
מקלדת,Wrlss,Crsr K70
---,עפל Magic Mouse,Wrlss
לפטופ,דל xps 15,oled 
מקלדת גיימינג,לוג'ייתק mx kEYS,אלחוטי
עכבר,לוג'יטקMXMaster3,
,D3ll XPS 15,
מצלמה,eאל ג'י,4K
נייד,Sennheiser HD 600,Wrlss
כבלים-bb3,EthernetCat6,50ft
Wrlss,סוניWH-1000XM5,headp
AirPodsMax,noise,hEADPHONES
כרטיס SIM-2z2,eSIM Verizon,
כבל USB,HDMI 2u1,Blue-a0b
עכבר,לוג'יטק MX Master 3-99a,Opticall
טלפון נייד-yz3,סמסונג Galaxy S24,Pro M9x
סימ,micr,
ראוטרר-z5a,,4331^K9 סייסקו1ISR
אזניות0nes,סוני WH-1000XM5,סינון רעשים-y03
כבלים,Disp@ayPort 1.4,---
0ireless,Headphonnes,
מצלמת רשת,לוג'יטקC920,sTUDIO
סמארטפון,unknown,pro
נייד,vr-r,airp
Hdphns,Sennheiser HD 600,אלחוטי
Cbl,di,2m
Ms,SteelSeries Rival 3-z84,Wrlss
mo,32b_דל UltraSharp,
,Mouse WWired,cy4_SteelSeries Rival 3
Mntr,,ult סמסונג Odyssey G9-x32
סמסונג Odyssey GG9,mONITOR,uLTRAWIDE
כבל USB,HDkI 2.1,blu
וובקאם,MicrosoftLifeCam,1q80p60
מצלמה,eעל ג'ייATO fACECAM,H8 Pro
אוזניות,Noise Cance0ling,Sennheiser HD 600
כבל USB-yaz,DsplyPrt 1.4,50ftt
מקלדת גיימינג,KeychronQ1,rgb
אוזניות,SennheiserHD600,סינון רעשים
אוזניות קשת,AirPods Max-60y,Over-Ear-058
מצלמת אינטרנט,Eאל ג'יato Facec@m,Studio
אוזניות בלוטוס,סוניי WH-1000XM5,אלחוטי
Cbl,HDMI 2.1-87a,50ftt
מחשב ניידד,M3 Mx,דל xps 15
ul,סמסונג Galaxy S24,MMobile Phone
ראוטר1r,tp-lINK aRCHER,r7
NoiseCancelling,Headphones,se
סלולרי,סוני WH-1000XM5,
אזניות,Bose QuietComfoort 45,Wiieless
מצלמת רשת,רייזר,10
מחשב ניידד,M3Max,  
9bc_AirPods Max,nOISE cANCELLING,Headphpnes
כרטיס SIM,Micro SIM-46y,57
כבלים,HDMI 2.1-y8y,2m
hea,BoseQuietComfort45,#REF!
SIIM Card,499_Nano SIM,5G
reyboard,Coorsair K70,RGB
וובקאם,Mcrsft LfCm,Studio-c1a
אזניות,son,
מצלמת רשת,רייזר kIYO,Studio-371
רייזר BlackWidoww,Keyboard-7yb,rgb
מסך מחשב,סמסונג Odyssey G9-7c7,*44Hz
מוניטור-5a4,Mobile Phhone,iPhone15
,nETGEAR nIGHTHAWK 126_Router,9za_v2
Cabve,x29_DisplayPort 1.4,2M
2able,hd,2!
נייד4,דל XPS 15-9x1,M3Max
מקלדת גיימינג,Kvychron Q1,wIRELESS
,Kychrn Q1 K%yboard,rgb
ke,Ramer BlackWidow,Lnr
Nn SM,SIM Card,0
נייד,mACbOOK pRO 16,32GB RAM
,eSIM,5g SIM Cardd
מחשב ניידד,OOLED Touch,רייזר Blade 115
wire,SteelSeriesRival3,c15_Mouse
מסך גיימינג,SS RG Swft Monitor,
Moouse,SteelSeries Rival 3,Wired
מקלדת אלחוטית,logi,rg
נייד6az_Mobile Phone,c81_סמסונג Galaxy S24,
מצלמה,אל ג'יt Fccm,hd pRO
,רייזר dEATHaDDER,EErgonomic
מצלמת רשת,רייזר kIYO,HDPro
אזניות-a93,air,Studio
מחשב נייד,LenovoThinkPadX1,32GBRAM
yeyboard,רייזרBlackWidow,line
מסך,אל ג'י ul,144Hz
32gb ,459_Laptop,Lenovo ThinkPad X1
Braided,,
Wbcm,logi,HDPro
אוזניות בלוטוס,AirPods Mfx,abz_Over-Ear
מצלמה,el,1080p60
נייד-1b5,דל XP8 15,OLED Touch-y42
וובקאם1080p60,MicrosoftLifeCam,
סמארטפון,7y0_סמסונג Galaxy S24,Pro  Max
עכבר אלחוטי867_Mouse,,ergo
אוזניות בלוטוס,Bose QuimtComfort 45,NoiseCancelling
cab,hdmi,Blue-106
Lineaar,Corsaair K70,geyboard
LenovoThinkPadX1,Laptop-ccx,M3 Mau
ol,Laptop,דל kPS 15
מחשב,רייזרBlade15,32GB  RAM
כרטיס SIM439_SIM Card,mICRO sim,AT&T-4a6
מצלמת אינטרנט,3c4_Eאל ג'יato Facecam,4KK
מוניטור,אל ג'י UltraGear,עולתרה-ווייד
אוזניות קשת,Sennheisec HD 600,Over-Ear-c75
אוזניות בלוטוס,BoseQuietComfort45,
סימ,SM AT&&T,
מסך גיימינג,אל ג'י uLTRAgEAR,144Hz
rou,Cisjo ISR,AX55
מצלמה,אל ג'יtch C920 abb_4K,
נייד,Smsng Glxy S24,ProMax
Ns Cncllng,סונייWH-1000XM5,Headphones
מחשב,,32!B RAM
אוזניות בלוטוס1es,,Wrlss
נייד,a34_Lenovo ThinkPad X1,Core i9
מצלמת אינטרנט,רייזר Kilo,108
נתב,Csc SR,V2
רייזר Kpyo,1080p60,Web*am
כבל8c3_Cable,,
rebcam,Logittech C920,10b_HD Pro
si,Micro SIM,5G
סלולרי,samsu,nlckd
Prro Max,iPhoqe 15,Mobiile Phone
מחשב,MacBookPro16,M3 Max
מחשב3 Max,  ,
ap,Mouse,wIRELESS
SM Crd,#REF!,5g
מוניטור,De&l UltraSharp,144Hz-6b1
אוזניות,AirPods Max,Sttudio
,,Wi2eless Bose QuietComfort 45-a14
סימ,,AT&&T
,Esim,at&t
סלולרי078_Mobile Phone,Pixel 8,unlo
נייד,,Ultra
מחשב,lENOVO tHINKpAD x1,OLED Touch
נתב17_Router,סיסקוISR,
,סמסונג Galaxl S24,128gb Mbl Phn
נתב-8ac,cisc,4331/K99
מקלדת-28y,,Linepr
מוניטור,סמסונג Odyssey Gi 4k,
AT&&T,mi,SIMCard
ca,HDMI 2.1-232,50ft
M9use,appl,Optccal
עכבר אלחוטי,SteelSeries Rbval 3,Wired-8zb
מסך7r,as,144hZ
מוניטור,אל ג'י,ol
Phn 15,MobilePhone,65x_Unlocked
אזניות,Sennheimer HD 600,עלחותיי
,Netgear Nighthswk Rou#er,R7000
טלפון נייד,סמסונג Galaxy S24,un
מצלמת רשת,c82_רייזר Kiyo,4K
Cabl*,#DMI 2.1 2m-727,
מסך מחשב,ASaS ROG Swift,???
Kychrn Q1,rgb,ke
Ms,ergo,רייזר DeathAdder
אוזניות976_Headphones,AirPodn Max,nOISE cANCELLING
,AX555,Rtr סיסקו IoR
ראוטר67x_Router,,ax55
נתב,TP-Lnk rchr 4331/K9,
כבל USB76_Cable,Ethern7t Cat6,jm
מוניטור4KK,אל ג'י UltraGear,
Netgear Nighyhawk,Router,r7000
סמארטפון,AirPods Max-9a8,Over-Ear
Mcr SM,58,SIM 9ard
מכלדת,Rzr BlckWdw,Wrlss
Hdphns,Sennheiser HD 600,Wireeless
M@use,539_עפל Magic Mouse,eRGONOMIC
נייד,OnePlus 12-626,128GB
אוזניות בלוטוס-xzy,Sny WH-1000XM5,vr-r
C9ble,hdmi,50ft
אוזניות קשת,AirPodsMax,wire
סמארטפון,Pixell 8,nlckd
מקלדת אלחוטית,רייייזרBlackWidow,Tactile-255
USB-C tojLightning,Cyble,154_Blue
cab,bLUE,USB-C to Lightning
Cbl,DisplayPort 1.4,50FT
,Corsair  K70,Linoar
Hdphns,sen,Over-E@r
סימ6,nANO sim,4c3_5G
Wbcm,log,HD P$o
מקלדת גיימינג,רייייזרBlackWidow,---
וובקאם,רייזר,4K
אוזניות,AirPods Max,Over-Ear
