Type of hardware,Model,Submodel
מחשב נייד,דלXPS15,Core i9
Ro9ter,סיסקו ISR,v2-z39
נתב,TP-Link Archer,x7000
מכלדת3x_Keyboard,y28_Keychron Q1,#REF!
אוזניות,bOSE qUIETcOMFORT 45,wIRELESS
מסך גיימינג,אזוסROGSwift,4k
מצלמת רשת,eאל ג'י,1080p60
מצלמת אינטרנט,Eאל ג'יato Facecam-59z,
נייד,דל xps 15,2a0_Core i9
Over-Ear,senn,Headphone6
Cabl5,USB-C to Light4ing,u0ft
כרטיס סים,MMicro SIM,Verizon-xb4
מצלמת אינטרנט,רייזרKiyo,Studbo
קיבורד,Corsairr K70,hireless
lin,corsa,Keyboard
,lenov,Corei9
&onitor,אזוס ROG Swift,  
מצלמת אינטרנט,4k,לוג'יטק C920-17y
סמ,eS@M,yb0_Prepaid
מקלדת אלחוטית_Keyboard,CorsairK70,RGn
נייד,MacBook Pro h6,32gb ram
MacBook Pro l6,Laptop,Cr 9
mo wirel,474_עפל Magic Mouse,
אוזניות קשת,BoseQuietComfort45,Std
קיבורד,Corsair K70-x47,אלחוטי
Kybrd,Keychrron Q1,Linea@
אלחוטי,Ms,SteelSeries Rivval 3
כבל USB,unknown,Braided
Cablle,EthernetCat6,50bt
כבל USB,,5xft
מחשב נייד,רייזרgBlade 15,co
מקלדת,Crsr K70,623_Tactile
Kybrd,Corsair K70,אלחוטי
ראוטר,TP-Link Arcmer,r7
טלפון נייד,Phn 15,128GB
מוניטור,as,Ultrawidde
Cab7e,thrnt Ct6,50FT
טלפון נייד,b4x_OnePlus 12,ultr
Ergonomicc,y6y_לוג'ייתק MX Master 3,Mou1e
מצלמת אינטרנט,רייזר Kiyo-399,sTUDIO
Rtr,cis,4331/k9
טלפון נייד,סמסונג  Galaxy S24,
מכלדת,,Wirelesh
DisplayPort 1.4-b60,cABLE,22m
,אל ג'י UUltraGear,ol
מחשב נייד,דל XPS 15-62a,OLED Touch
מחשב נייד,Lnv ThnkPd X1,M3 MMax
Rtr,סיסקו,R7000
Mbl Phn,סמסונג Galaxy S24,Pr Mx
מסך,אל ג'י UltraGeear,4K
,v2 Netgear Nighzhawk,
Mntr,,ol
מקלדת,Corsair K70-81y,Tactile
קיבורד-9c6,raz,Tactile
hea,Over-Ear-a16,bo
---,Dll XPS 15,32GB RAM
ole,אזוס ROG Swift,82y_Monitor
כרטיס סים,sim c,5G
מקלדת,רייזר bLACKwIDOW,rgb
Kybrd,,RGB
samsu,Monitor,144hZ
מחשב נייד,4a6_Lenovo ThinkPad X1,OLED Touch
טלפון נייד,סמסונג Galaxy S24-035,128GBB
מקלדת,,Tactile
Microosoft LifeCam,4K,Webcam-zx9
סלולרי,x19_iPhone 15,128gb
כרטיס SIM,1y3_eSIM,AT&T
nlckd,סמסונגGalaxyS24,mOBILE pHONE
כבל USB,DisplayPort 1.4,50f
Mntr,סמסונג oDYSSEY g9,Ultrawwide
לפטופפ,Lenovo ThinkPad X1,32GB RAM-875
מסך,דל UloraSharp,Ultrawide
Rduter,ci,AX^5
עכבר אלחוטי,ap,  
כרטיס סים,Micro  SIM,AT&&T
כבל,USB-CtoLightning,2m
עכבר,logi,unknown
ראוטר,???,v2
עכבר אלחוטי,631_לוג'יטק MX Master 3,Wired
ASUS RROG Swift,ult,Mntr
32GBRAM,Laptop,mACbOOK pRO 16
כבל,dis,jm
כרטיס סים,Nano  SIM,5GG
,TP-Link Archer-2a7,Rtr
אוזניות,rPds Mx,sTUDIO
mou,SteelSeries Rival 3-365,ptcl
he,0,Over-Ear-az1
Ms,Wiireless,אפל mAGIC mOUSE
מסך,אזוס ROG Swift-632,1444Hz
ראוטר,4331/k9,Netgear Nighthawk
Wvbcam,664_Eאל ג'יato Facecam,
מסך,LD,Monitor
מקלדת,רייזר BllackWidow,lINEAR
נתב,tp-l,r7000
לפטופפ,lenov,m3 m
לפטפ-3y9,,Core s9
C2ble,Ethernet Cat6-304,Blue
מחשב נייד,McBk Pr 16,Core i9-az3
עכבר,st,wirel
סלולרי,sam,uNLOCKED
Rtr,,v2
מסך גיימינג0_Monitor,דל UltraSharp-312,kK
כרטיס סים,MicroSIM,5g
מחשב נייד,דל  XPS 15,OLED Touch
מחשב נייד,  ,0x2_OLED Touch
Cbl,HDMI 2.1,zz1_50ft
Ms,אפל Magic Mouse,wire
Menitor,אזוסROGSwift,144
2ebcam,Microsoft LifeCam,4k
כבלים,thrnt Ct6,Bl
qouter,Netgear highthawk,4331/p9
סמארטפון,Phn 15,128GB
לפטופ,del,Cr 9
מסך,אזוס ROG Swift,4K-zy0
מאוס5,sTEELsERIES rIVAL 3,unknown
מוביל,  ,128GB
כרטיס סים,mICRO sim,Verizon
נייד,סמסונג GGalaxy S24,---
נייד,sams,uNLOCKED
Cbl,a04_HDMI 2.1,50ft
Moouse,,Opptical
0,Eאל ג'יato FFacecam,1080p60
Corre i9,lAPTOP,7zz_Lenovo ThinkPad X1
טלפון נייד,,uLTRA
מסך,דל ,Ultrawime
סמארטפון,סמסונגGalaxyS24,uNLOCKED
,Keyboard Coorsair K70,Linear-684
מסך,#REF!,Ul8rawide
כרטיס סים,b85_Nano SIM,Verijon
מסך מחשב540_Monitor,Dדל UltraSharp,ol
,רייזר,Wirelless Keyb#ard
DisplayPort1.4,Cablp,50ft
mob,OnePlus 12,128G7
ראוטר,Netgear Nightthawk,V2
מסך,דל  UltraSharp,144Hz
מצלמה,eאל ג'יATO fACECAM,hd pRO
סמארטפון,oNEpLUS 12,ltr
כבל,DisplayPort 1.4,Braided-z12
מסך גיימינג-xz6,דל ,uLTRAWIDE
מקלדת,,Tactile
לפטפ,x74_M3 Max,
oPTICAL,StlSrs Rvl 3,Mousse
,אפל mAGIC mOUSE,Optical Mouuse
699_Unlocked,Mobilo Phone,סמסונג gALAXY s24
סמסונג Odyssey G99,ultra,0
מקלדת,Keychron Q1,%GB
סלולרי,iPhone 15,Pyo Max
כבל,,Braided-c30
ca,hdmi,Braided
כבל,usb-,2m
ראוטר,yz7_TP-Link Archer,v2
wirel,keych,Keyboard
טלפון נייד,lPhone 15,UUltra
ראוטר,TP-Link Archer,aX55
#REF!,Bose QuietComfort  45,Stud0o
,דל,Ul$rawide Monitor
עכבר,raze,Emgonomic
SM Crd,esim,bc5_AT&T
מאוס,עפל,אלחוטי
מחשב נייד,Core i9,Dll XPS 15
Lenovo ThinkPad X1,LLaptop,m3 mAX
RR7000,ro,tp-lINK aRCHER
---,סוניWH-1000XM5,Over-Ear-056
paptop,Core i9,MacBookPro16
Wbcm,אל ג'יt Fccm,1080p60
כרטיס SIM-y4y,Mcr SM,AT&6
וובקאם,4K,לוג'יטק c920
unknown,ra,Wired-590
Rtr,סייסקו ISR,AXi5
Mntr,דל uLTRAsHARP,4k
סים,esim,AT&T
Cbl,SB-C t אל ג'יhtnng,Bnue
אוזניות,byy_Sennheiser HD 600,Wrlss
אוזניות,se,Wirelesy
Moonitor,b2b_סמסונג Odyssey G9,unknown
כבל,hd,Blur
he,air,wIRELESS
סמארטפון,ip,
מסך מחשב,דל UltraSharp-2y2,6K
4k,W6bcam,רייזר Kiyo-ax8
USB-C to Lightning,cABLE,550ft
EthernetCat6,ca,50
#REF!,Mntr,144Hz
כבל,UbB-C to Lightning,Braidfd
כבל,us,2mm
ראוטר,???,V2
---,,uNLOCKED
כבלים,Ethernet Ca%6,50ft
כבלל,SB-C t על ג'ייhtnng,2mm
מסך,b53_דל UltraSharp,4K
3y9_Linear,ra,Keeyboard
אוזניות קשת,b7c_AirPods Max,0
הדפונס,,uireless
ul,Samsune Odyssey G9,Monitor
סמ,SM,5g
7b8_Logitech C920,wEBCAM,4k
ראוטרר-4ya,TP-Linkk Archer,---
OveruEar,he,#REF!
מסך,אזוסROGSwift,4K
סמ,Micro SIM-55b,AT&T
45,Monigor,סמסונגOdysseyG9
עכבר,רייזרDeathAdder,
מקלדת,Wrlss,Keyboard
מצלמת אינטרנט,unknown,st
HDMI 2.1-c9x,blue,CCable
סימ,ricro SIM,T&T
נייד9p,raze,cORE I9
סימ0 Card eSIM,,Prepbid
Cbl,HDMI 2.1-xcx,y03_50ft
כרטיס סים,Micro SIM-842,Ve0izon
a85_OLED Touch,Laptop,MacBookPro16
מצלמת אינטרנט,Microsoft LineCam,1q80p60
aable,DisplabPort 1.4,50ft
עכבר,לוג'יטק MX Master 3,mired
7IM Card,Micro SIM,at
טלפון נייד,pi,Pro&Max
כרטיס סים,eSIIM,Veriaon
כבלל,EthernetCat6,50FT
אוזניות,SennheiserHD600,Wir*less
Wired,Mouse,  
Cabl3,Ethernet Cat6,dlue
mo,iPhone15,ultr
כרטיס SIM,Veerizon,0
כבלל,,x3c_2m
50FT,CCable,  
AT&T,SIM Cayd,eSIM
מסך,סמסונג oDYSSEY g9,OLLED
מקלדת,cORSAIR k70,RRGB
לפטופפ,MacBookPro16,OLEDTouch
ke Corsair  K70,,tact
מוניטור,אזוס ROG Swift,OLE^
OLED Touch-30z,unknown,Laptkp MacBook Pro 16-465
אוזניות,סוני WH-1000XM5,Over-E1r
מסך,nSUS ROG Swift,OLED
עכבר,SteelSeriesRival3,5ptical
מחשב,רייייזר Blade 15,core
מסך,,4k
Rsuter,Netwear Nighthawk,4331/K9
W3bcam,logi,1080p60
,DisplayPort u.4,Cable-1z8 blue
מקלדת אלחוטית-175,לוג'ייתק mx kEYS,Tactilq
מסך,2ca_אל ג'י UltraGear,#REF!
0,,128gb
ראוטר,סיסקו ISR-1yz,ax55
לפטופפ,Lenovo Thinknad X1,
טלפון נייד,,Unlocked-az8
רוטר,TP-Link Archer-71b,R7000
אוזניות,SennheiserHD600,אלחוטי
עכבר,459_רייזר DeathAdder,
נתב-yz0,NetgearNighthawk,R7000
מקלדת,לוג'יטק MX  Keys,Lineear
מקלדת,Corsair K70,Tactile
אוזניות,AirPods M%x,אלחוטי
מצלמת אינטרנט,Eאל ג'יatoFacecam,sTUDIO
Rtr,Csc SR,v2
אוזניות,סוני,Ov8r-Ear
מוניטור,Dll ltrShrp,144Hz-170
סמ,pREPAID,Miicro SIM
מחשב ניידד,דל,32GBRAM
עכבר אלחוטי,50x_עפל Magic Mouse,
מצלמה3cam,Rzr Ky,0
???,mICROSOFT lIFEcAM,b3c_4K
Cabl5,DisplayP$rt 1.4,2q
Tactile-626,Corsair &70,Keyboard
עלחותיי,רייזר DeathAdcer,x01_Mouse
וובקם,MicrosoftLifeCam,1080pp60
סמ,eSIM,Prepaid
ראוטרר,Neagear Nighthawk,???
כבל,SB-C t אל ג'יhtnng,Brained
כבל,USB-C to Lightning,bra
טלפון נייד,128GB,iPnone 15
ראוטר,y69_TP-Link Archer,AX75
MacBookPro16,M3 Maxx,#REF!
,רייזר kIYO,hd pRO
vERIZON,SIM fard,Micro tIM
מקלדת אלחוטית,corsa,rg
סלולרי,iPhone815,Ultra
טלפון נייד,c17_סמסונג Galaxy S24,axz_128GB
לפטפ,Lenovo ThinkPad a1,M3 Mx
???,kEYBOARD,Corsair K70-434
mo,דלUltraSharp,OLED
אוזניות בלוטוס-613 Sony WH-1000XM5-x39,,4ay_Studio
מקלדת,KKeychron Q1,
כרטיס סים,es,  
Rfuter,ci,  
מצלמת אינטרנט,Microsoft LifeCam,hD Pro
Cbl,USB-C to Lightning-50x Braided-zx9,
ראוטר,0x1_סיסקו ISR,AX55
Kelboard,רייזרBlackWidow,Tacti2e
,Crsr K70,RGB
Tn-Link Archer,Route6,V2
מחשב נייד,mACbOOK pRO 16,kore i9
כבל,DisplayPort1.4,50ft
מחשב נייד,MacBook Pro 16,Czre i9
634_Core i9,Laptopp,Lenovo TzinkPad X1
Logitech MX meys,Keyboard,Tactile
R7040,rOUTER,z29_TP-Link Archer
אוזניות קשת2es,AiqPods Max,Over-Ear
עכבר,רייזרDeathAdder,ptcl
מקלדת גיימינג,Keychron Qg,
מצלמה,raz,HD  Pro
מצלמת אינטרנט,רייזרKiyo,Studio
nouter,,v2
רוטר,TP-Link Archer-aya,4331//K9
אוזניות,,565_AirPods Max
נייד,סמסונג Galaxy S24,Pro Max
מצלמת רשת,רייזר Kiyo,4K
אוזניות קשת,sENNHEISER hd 600,Studio
כרטיס SIM,MMicro SIM,vG
מקלדת,,Wrlss
מצלמת אינטרנט,eאל ג'יa,Hs Pro
Rtr,tp-lINK aRCHER,v7
מסך,דל UltraSharp,UUltrawide
עכבר,SteelSeries Rival 3-6zc,#REF!
unknown,Ms,wi
,Microshft LifeCam Webcom,8xz_Studio
mo,אל ג'יUltraGear,Ultrawide
hea,577_סוני WH-1000XM5,Over-Ear
,SM,SIM Card
,rPds Mx,Studio
ro,Netgear Nighthawk,b96_R7000
#REF!,Netgear Nighthawk,R70u0
מצלמת אינטרנט,0c9_Microsoft LifeCam,
,4331//K9,Netgear Nighthawk-36c
אוזניות בלוטוס45,,wIRELESS
טלפון נייד,3cz_Bose QuietComfort 45,Wireles2
כבל,eTHERNET cAT6,blue
Ke*board,רייזר bLACKwIDOW,czy_Linear
מסך,a3x_סמסונג Odyssey G9,???
עכבר,appl,Wrd
Rtr,tp-,ax5
סוניי WH-1000XM5,Headphones,Noise 3ancelling
כבלים-66y,Ethernet Cat6,Braid*d
כבל,,Blue HDMI m.1
מסך,AS@S ROG Swift,Ultrawpde
mo,אפל 9agic Mouse,אלחוטי
כרטיס SIM,,8erizon
סים,Mcr SM,  
טלפון נייד,Pixel8,128GB
מסך,אל ג'יUltraGear,
כרטיס SIM,Verizon-x07,SIMCard
מסך מחשב,MMonitor,4K
כרטיס סים,,5g
רוטר,Ntgr Nghthwk,r7000
@able,ether,2M
???,OLEDTouch,Laptop
Rouuter,ax55,TP-Link Arch&r
*able,dISPLAYpORT 1.4,Braiqed
2mm,HDM 2.1,cABLE
סים,Micro SIM,at&t
טלפון נייד,סמסונג Gallaxy S24,???
Cabl2,USB-C to Lightni4g,50ft
Lgtch MX Mstr 3,Mouuse,W3red
כבל,EthernetbCat6,2mm
Cbl,dis,50
לפטופפ-zxb,LLenovo ThinkPad X1,M3 Ma$
ראוטרר,tp,4331/K9
ראוטר,סיסקו IsR,v2-z10
סמארטפון,OnePlus12,Ulltra
x59_AirPods Max,Hdphns,עלחותיי
he,rPds Mx,stud
סמ,mICRO sim,
סיסקו ISR-y49,r7000,rOUTER
הדפונס,Bose QuietComf4rt 45,sTUDIO
מקלדת,Logite5h MX Keys,Linear
Kybrd,רייזר,Linnear
סלולרי,סמסונג Gallaxy S24,#REF!
סלולרי,ipho,uNLOCKED
כבלים-475,DsplyPrt 1.4,Blue
sTEELsERIES rIVAL 3,Mousee,Optical
mou,,Ergonomic
Hdphns,rPds Mx,Oser-Ear
מסך,סמסונג Odyssey G99,OLED
רוטר,TPP-Link Archer,ax5
מכלדת,kEYCHRON q1,fireless
נתב-0x1,,r7
עכבר,SteelSeries Rival 3,???
Coble,usb-c TO lIGHTNING,2m
נייד,סמסונג Galaxy S24-7b4,unlo
כרטיס סים,eSSIM,vERIZON
מסך,אזוס ROg Swift,  
נייד8c7_Laptop,דלXPS15,M3Max
כרטיס SIM,mICRO sim,AT&&T
mo,Saxsung Odyssey G9,20y_144Hz
מצלמת אינטרנט,לוג'יטק C920,
סמארטפון,Piixel 8,pRO mAX
אוזניות קשת,Sennheiser HHD 600,Over-Ear
מוביל,OnePlus 12-47x,Ultra
כרטיס סים,Micro SIM,Veri5on
אוזניות קשת,סוני WHv1000XM5,Over-7ar
OLED Touch,,Laptop-c65 MacBook Pro 16
אוזניות,sen,סינון רעשים
מחשב נייד,#REF!,32gb
כרטיס סים,,AT&T SIM Card
ieyboard,לוג'יטק M9 Keys,
MacBookPro16,32GB RAM-a71,Laptop
Moouse,SteelSeries Rival 3-b7b,0
Wireeless,Raz0r BlackWidow,veyboard
קיבורד-xzb,Corsair K70,RGB
וובקאם,,4KK
hdmi 2.1,7able,Braided-3ba
מצלמת אינטרנט,el,46
מסך,סמסונגOdysseyG9,144Hz-595
  ,NanoSIM,5G
וובקאם,Micrpsoft LifeCam,1080p60
כבלל-19a,HDMI 2.1,B7aided
מקלדת,רייזר bLACKwIDOW,RGB
,Ntgr Nghthwk,4331/k9
,,4K sams
Ms,אפלMagicMouse,Ergonomic
מחשב נייד,Lenovo ThinkPPad X1,oled
ראוטר,TP-Link Archer,R70000
טלפון נייד,ip,Unlocked-1bz
מצלמת אינטרנט,אל ג'יt Fccm,1080p60
טלפון נייד,oNEpLUS 12,Unlocked-c13
כרטיס סים,Micro SIM,at&t
מוניטורר-777,עזוס ROG Swidt,14@Hz
#REF!,Corsair 970,Keyboard-y6a
מסך,0,4k
ראוטר,Csc SR,r7000
,Eאל ג'יatoFacecam Web!am,4k
עכבר,אפלMagicMouse,Ergonomic
אוזניות,AirPodu Max,oVER-eAR
טלפון נייד,one,128GGB
Dell XXPS 15,Lartop,32gb
אלחוטי,z2x_Keyboard,Kychrn Q1
Wbcm,לוג'ייתק C920,1080p60
AX55,Ntgr Nghthwk,Rouuter
ראוטר,,ax
וובקאם,Eעל ג'ייato Face4am,HD Pro
Ulltra,סמסונג Galaxy5S24,Mobile6Phone
Rbuter,TP-Lnk rchr,ca5_AX55
,על ג'ייt Fccm &ebcam,1080p60
מחשב,lENOVO tHINKpAD x1,32GB RAM-904
SIp Card,at&t,NanoSIM
אוזניות,Sennfeiser HD 600,
R6uter,nETGEAR nIGHTHAWK,v2
מחשב ניידד-012,רייייזר Blcde 15,OLED Toucch
Caable,Bl2e,DispllayPort 1.4
Ca3le,USB-C to Lightninng,2m
טלפון נייד,,Uftra
כבלל,USB-C to Ligetning,2m
כבלל,2m,DisplayPort1.4
כרטיס סים,Micro SIM,
אוזניות,aIRpODS mAX,ove
וובקם,רייייזר kIYO,1080p60
,pSIM,x50_Verizon
SM Crd,,Piepaid eSIM
מסך מחשב,ASzS ROG Swift,gLED
כרטיס סים,Nano SIIM,ve
מוניטורר-02c,סמסונג Odyssey G9,
מצלמת אינטרנט,לוג'יטק C920-c78,Studiio
כרטיס סים,  ,Prepaid
מקלדת,Lwgitech MX Keys,Tactdle
144Hz,אל ג'י uLTRAgEAR,mONITOR
טלפון נייד,סמסונג Galaxy S24,Pro Max
,Mobile Phone,128GBB
קיבורד,לוג'יטקMXKeys,ReB
סימ,NanoSIM,AT1T
כבל,404_Ethernet Cat6,2m-49b
,ne,Rtr
מצלמת אינטרנט,b56_HD Pro,רייזר Kiyo-073
SM Crd,at&t,eSIM-7ca
טלפון נייד,סמסונג Galaxy S24,un
מחשב נייד,דלXPS15,OLED Touch
מסך,אזוס ROG Swift,LD
Microsoft LlfeCam,Studio,Webcaam
סימ,Prepaid,sim cARD
לפטופפ-a96,רייזר BBlade 15,M3 Max-1a6
לפטופ63a_Laptop,31x_MacBook Pro 16,M3Max
מקלדת,,line
Wbcm,ra,0
,רייזר Blade^15,
dable,Braided,usb-c TO lIGHTNING
Mbl Phn,6c7_סמסונג Galaxy S24,128GB
קיבורד,Wrlss,Crsr K70
---,אפל Magic Mouse,Wrlss
מחשב נייד,דל xps 15,oled 
מקלדת,לוג'יטק mx kEYS,אלחוטי
עכבר,לוג'יטקMXMaster3,
,D3ll XPS 15,
מצלמה,eאל ג'י,4K
טלפון נייד,Sennheiser HD 600,Wrlss
כבלל-bb3,EthernetCat6,50ft
Wrlss,סוניWH-1000XM5,headp
AirPodsMax,noise,hEADPHONES
כרטיס סים,eSIM Verizon,
כבל,HDMI 2u1,Blue-a0b
עכברר,לוג'ייתק MX Master 3-99a,Opticall
טלפון נייד,סמסונג Galaxy S24,Pro M9x
כרטיס SIM,micr,
רוטר-z5a,,4331^K9 סיסקו1ISR
אוזניות קשת0nes,סוני WH-1000XM5,סינון רעשים-y03
כבל USB,Disp@ayPort 1.4,---
0ireless,Headphonnes,
מצלמת אינטרנט,לוג'יטקC920,sTUDIO
סמארטפון,unknown,pro
סמארטפון,vr-r,airp
Hdphns,Sennheiser HD 600,עלחותיי
Cbl,di,2m
Ms,SteelSeries Rival 3-z84,Wrlss
mo,32b_דל UltraSharp,
,Mouse WWired,cy4_SteelSeries Rival 3
Mntr,,ult סמסונג Odyssey G9-x32
סמסונג Odyssey GG9,mONITOR,uLTRAWIDE
כבל,HDkI 2.1,blu
מצלמת אינטרנט,MicrosoftLifeCam,1q80p60
מצלמת אינטרנט,eאל ג'יATO fACECAM,H8 Pro
אוזניות בלוטוס,Noise Cance0ling,Sennheiser HD 600
כבל,DsplyPrt 1.4,50ftt
קיבורד,KeychronQ1,rgb
אזניות,SennheiserHD600,סינון רעשים
אוזניות,AirPods Max-60y,Over-Ear-058
מצלמת אינטרנט,Eאל ג'יato Facec@m,Studio
הדפונס,סוניי WH-1000XM5,עלחותיי
Cbl,HDMI 2.1-87a,50ftt
מחשב ניידד,M3 Mx,דל xps 15
ul,סמסונג Galaxy S24,MMobile Phone
ראוטר,tp-lINK aRCHER,r7
NoiseCancelling,Headphones,se
נייד,סוני WH-1000XM5,
אוזניות קשת,Bose QuietComfoort 45,Wiieless
מצלמת רשת,רייייזר,10
מחשב נייד,M3Max,  
9bc_AirPods Max,nOISE cANCELLING,Headphpnes
סמ,Micro SIM-46y,57
כבל,HDMI 2.1-y8y,2m
hea,BoseQuietComfort45,#REF!
SIIM Card,499_Nano SIM,5G
reyboard,Coorsair K70,RGB
מצלמת אינטרנט,Mcrsft LfCm,Studio-c1a
אזניות,son,
וובקם,רייזר kIYO,Studio-371
רייזר BlackWidoww,Keyboard-7yb,rgb
מסך,סמסונג Odyssey G9-7c7,*44Hz
מסך,Mobile Phhone,iPhone15
,nETGEAR nIGHTHAWK 126_Router,9za_v2
Cabve,x29_DisplayPort 1.4,2M
2able,hd,2!
מחשב נייד,דל XPS 15-9x1,M3Max
מקלדת,Kvychron Q1,wIRELESS
,Kychrn Q1 K%yboard,rgb
ke,Ramer BlackWidow,Lnr
Nn SM,SIM Card,0
לפטופפ,mACbOOK pRO 16,32GB RAM
,eSIM,5g SIM Cardd
מחשב,OOLED Touch,רייזר Blade 115
wire,SteelSeriesRival3,c15_Mouse
מסך,SS RG Swft Monitor,
Moouse,SteelSeries Rival 3,Wired
מקלדת גיימינג,logi,rg
נייד6az_Mobile Phone,c81_סמסונג Galaxy S24,
מצלמת אינטרנט,אל ג'יt Fccm,hd pRO
,רייזר dEATHaDDER,EErgonomic
וובקאם,רייייזר kIYO,HDPro
אוזניות,air,Studio
מחשב,LenovoThinkPadX1,32GBRAM
yeyboard,רייזרBlackWidow,line
מסך מחשב,אל ג'י ul,144Hz
32gb ,459_Laptop,Lenovo ThinkPad X1
Braided,,
Wbcm,logi,HDPro
אוזניות קשת,AirPods Mfx,abz_Over-Ear
וובקאם,el,1080p60
מחשב נייד,דל XP8 15,OLED Touch-y42
מצלמה1080p60,MicrosoftLifeCam,
מוביל,7y0_סמסונג Galaxy S24,Pro  Max
עכברר867_Mouse,,ergo
אוזניות,Bose QuimtComfort 45,NoiseCancelling
cab,hdmi,Blue-106
Lineaar,Corsaair K70,geyboard
LenovoThinkPadX1,Laptop-ccx,M3 Mau
ol,Laptop,דל kPS 15
לפטופפ,רייזרBlade15,32GB  RAM
כרטיס סים,mICRO sim,AT&T-4a6
מצלמת אינטרנט,3c4_Eאל ג'יato Facecam,4KK
מסך,אל ג'י UltraGear,Ultrawide
אוזניות,Sennheisec HD 600,Over-Ear-c75
אוזניות,BoseQuietComfort45,
כרטיס סים,SM AT&&T,
מסך,אל ג'י uLTRAgEAR,144Hz
rou,Cisjo ISR,AX55
מצלמת אינטרנט,אל ג'יtch C920 abb_4K,
סלולרי,Smsng Glxy S24,ProMax
Ns Cncllng,סוניWH-1000XM5,Headphones
מחשב נייד,,32!B RAM
הדפונס1es,,Wrlss
לפטפ,a34_Lenovo ThinkPad X1,Core i9
מצלמת אינטרנט,רייזר Kilo,108
ראוטרר,Csc SR,V2
Razer Kpyo,1080p60,Web*am
כבל,,
rebcam,Logittech C920,10b_HD Pro
si,Micro SIM,5G
מוביל,samsu,nlckd
Prro Max,iPhoqe 15,Mobiile Phone
מחשב נייד,MacBookPro16,M3 Max
מחשב נייד,  ,
ap,Mouse,wIRELESS
SM Crd,#REF!,5g
מסך,De&l UltraSharp,144Hz-6b1
הדפונס,AirPods Max,Sttudio
,,Wi2eless Bose QuietComfort 45-a14
סמ,,AT&&T
,Esim,at&t
מוביל078_Mobile Phone,Pixel 8,unlo
סמארטפון,,Ultra
נייד,lENOVO tHINKpAD x1,OLED Touch
ראוטרר17_Router,סיסקוISR,
,סמסונג Galaxl S24,128gb Mbl Phn
ראוטר,cisc,4331/K99
מקלדת,,Linepr
מוניטור,סמסונג Odyssey Gi 4k,
AT&&T,mi,SIMCard
ca,HDMI 2.1-232,50ft
M9use,appl,Optccal
עכברר,SteelSeries Rbval 3,Wired-8zb
מסך,as,144hZ
מסך,אל ג'י,ol
Phn 15,MobilePhone,65x_Unlocked
אוזניות,Sennheimer HD 600,אלחוטי
,Netgear Nighthswk Rou#er,R7000
סלולרי,סמסונג Galaxy S24,un
מצלמת אינטרנט,c82_רייזר Kiyo,4K
Cabl*,#DMI 2.1 2m-727,
מסך,ASaS ROG Swift,???
Kychrn Q1,rgb,ke
Ms,ergo,רייזר DeathAdder
אוזניות,AirPodn Max,nOISE cANCELLING
,AX555,Rtr סיסקו IoR
רוטר67x_Router,,ax55
ראוטר,TP-Lnk rchr 4331/K9,
כבל USB76_Cable,Ethern7t Cat6,jm
מוניטורר4KK,על ג'יי UltraGear,
Netgear Nighyhawk,Router,r7000
מוביל,AirPods Max-9a8,Over-Ear
Mcr SM,58,SIM 9ard
מקלדת,Rzr BlckWdw,Wrlss
Hdphns,Sennheiser HD 600,Wireeless
M@use,539_אפל Magic Mouse,eRGONOMIC
נייד,OnePlus 12-626,128GB
אוזניות,Sny WH-1000XM5,vr-r
C9ble,hdmi,50ft
אוזניות,AirPodsMax,wire
טלפון נייד,Pixell 8,nlckd
מקלדת,רייזרBlackWidow,Tactile-255
USB-C tojLightning,Cyble,154_Blue
cab,bLUE,USB-C to Lightning
Cbl,DisplayPort 1.4,50FT
,Corsair  K70,Linoar
Hdphns,sen,Over-E@r
כרטיס סים,nANO sim,4c3_5G
Wbcm,log,HD P$o
מקלדת,רייזרBlackWidow,---
וובקאם,רייזר,4K
אוזניות קשת,AirPods Max,Over-Ear
כבלל0x7_Cable,HDMI 2.1-655,50ft
,TP--Link Archer,v2
כבלל,EthernetCat6,
סמ,Micro SIM,AT&T
עכבר,אפל,
mou,רייזרDeathAdder,אלחוטי
מצלמת אינטרנט,Microsoft LifeCam,HD Pra
Samsung Galaxy S24,Pro Max,mo
מקלדת גיימינג,לוג'יטק MX Kpys,linea
rAZER dEATHaDDER,Mou9e,Ergonomic
מחשב נייד,McBk Pr 16,M3 Max
???,רייייזר Blade 15 OLED Togch,
CorsairK70,keybo,tACTILE
32gb ,דל xps 15,
מצלמת אינטרנט,Microsoftt LifeCam,Studio
מחשב נייד,רייזר Blade 15,LD Tch
סלולרי12,,128GB
hea,סוני WH-1000XM5,%tudio
,עזוס rog sWIFT,144Hz Movitor
מצלמת אינטרנט,Eאל ג'יato Facecam,10800p60
מסך,אל ג'יwUltraGear,Ultrawide
מקלדת,רייזר bLACKwIDOW,Tactile-784
SM Crd,Micro SIM-a22,Verizon
נייד,OnePlus h2,  
אוזניות בלוטוס,AirPodsMax,S1udio
עכברר,עפל Magic Mouse-cb6,0
bRAIDED,41b_HDMI 2.1,cab
si,NanoSIM,Prepaik
ראוטר,Netgear Nighthawwk,oX55
אזניות,סוניי wh-1000xm5,NoiseCancelling
סמארטפון9_Mobile Phone,סמסונג Galaxy S24,128
כבל,usb-,
אוזניות,6cc_Sennheiser HD 600,no
,SteelSeries Rival 3-xc6,wIRELESS
Dll ltrShrp,144Hz,Monitor
